-090 159.615585
-080 156.298355
-070 146.947021
-060 132.175140
-050 115.401871
-040 98.425697
-030 83.588928
-020 73.578644
-010 69.193024
0000 73.553864
0010 68.964439
0020 73.171768
0030 83.630585
0040 98.448227
0050 115.273643
0060 132.520676
0070 146.850128
0080 156.261581
