-9.000000000000000000e+01	1.073628967325167594e+01
-8.500000000000000000e+01	1.026718577647172381e+01
-8.000000000000000000e+01	9.802155343155376954e+00
-7.500000000000000000e+01	8.876356976240192154e+00
-7.000000000000000000e+01	7.503421222405070701e+00
-6.500000000000000000e+01	5.846599058577491625e+00
-6.000000000000000000e+01	4.143782069678154656e+00
-5.500000000000000000e+01	2.573019076565751906e+00
-5.000000000000000000e+01	1.293904522114451838e+00
-4.500000000000000000e+01	4.200755687406553807e-01
-4.000000000000000000e+01	0.000000000000000000e+00
-3.500000000000000000e+01	8.221333803980608590e-02
-3.000000000000000000e+01	6.719965136624155289e-01
-2.500000000000000000e+01	1.726644191012312923e+00
-2.000000000000000000e+01	3.158290855236507433e+00
-1.500000000000000000e+01	4.810845268401708452e+00
-1.000000000000000000e+01	6.442250227324808343e+00
-5.000000000000000000e+00	7.703701729122972353e+00
0.000000000000000000e+00	8.210488905194631926e+00
5.000000000000000000e+00	7.703701729122972353e+00
1.000000000000000000e+01	6.442250227324808343e+00
1.500000000000000000e+01	4.810845268401708452e+00
2.000000000000000000e+01	3.158290855236507433e+00
2.500000000000000000e+01	1.726644191012312923e+00
3.000000000000000000e+01	6.719965136624155289e-01
3.500000000000000000e+01	8.221333803980608590e-02
4.000000000000000000e+01	0.000000000000000000e+00
4.500000000000000000e+01	4.200753060740180511e-01
5.000000000000000000e+01	1.293904522114451838e+00
5.500000000000000000e+01	2.573019076565751906e+00
6.000000000000000000e+01	4.143782332195549145e+00
6.500000000000000000e+01	5.846599058577491625e+00
7.000000000000000000e+01	7.503421222405070701e+00
7.500000000000000000e+01	8.876356976240192154e+00
8.000000000000000000e+01	9.802155343155376954e+00
8.500000000000000000e+01	1.026718577647172381e+01
